,Index,District,Village,pH,EC,TDS,TH,Alkalinity,Calcium,Magnesium,Sodium,Potassium,Bicarbonate,Chloride,Sulphate,Fluoride,is_drinkable,WQI,WQC,Carbonate
502,502,13,632,1,1,1,1,145,1,1,1,1,1,1,1,0.36,1,30.769766630238465,1,1
503,503,13,676,1,1,1,1,135,1,1,1,1,1,1,1,0.37,1,28.687244921209512,1,1
504,504,13,738,1,1,1,0,110,1,1,1,1,1,1,1,0.23,1,20.375783906886458,0,1
505,505,13,890,1,1,1,1,35,1,1,1,1,1,1,1,0.33,1,23.779293638198045,0,1
506,506,13,993,1,1,1,0,150,1,1,1,1,1,1,1,0.21,1,23.042608344181133,0,1
507,507,13,1039,1,1,1,0,75,1,1,1,1,1,1,1,0.17,1,17.572263660363483,0,1
508,508,13,1100,1,1,1,1,50,1,1,1,1,1,1,1,0.09,1,12.666330590320854,0,1
509,509,13,1115,1,1,1,0,100,1,1,1,1,1,1,1,0.13,1,17.718877252809747,0,1
510,510,14,21,1,1,1,0,285,1,1,1,1,1,1,1,0.54,0,40.323562819684376,1,1
511,511,14,41,1,0,0,0,285,0,0,1,1,1,1,1,0.22,0,28.278920341117423,1,1
512,512,14,94,1,0,0,0,610,1,0,0,1,0,0,0,3.32,0,183.07002162765284,3,1
513,513,14,116,1,1,1,1,100,1,1,1,1,1,1,1,0.25,1,23.222922778721745,0,1
514,514,14,124,1,0,0,0,340,1,0,1,1,0,1,1,0.71,0,48.74658286764958,1,1
515,515,14,150,1,1,1,0,250,1,1,1,1,1,1,1,0.25,0,25.10043266627549,1,1
516,516,14,152,1,1,1,0,145,1,1,1,1,1,1,1,0.16,1,18.968394756037195,0,1
517,517,14,180,1,1,1,0,105,0,1,1,1,1,1,1,0.09,0,13.719946733307353,0,1
518,518,14,213,1,0,0,0,400,1,0,1,1,0,1,1,1.44,0,91.0396780816858,3,1
519,519,14,233,1,0,0,0,155,1,0,1,1,1,1,1,0.29,0,32.69131948778608,1,1
520,520,14,244,1,1,1,0,170,1,1,1,1,1,1,1,0.43,1,33.31450190589977,1,1
521,521,14,294,1,1,1,0,110,1,1,1,1,1,1,1,0.21,1,22.66744511781425,0,1
522,522,14,307,1,0,0,0,140,0,1,1,1,1,1,1,0.11,0,19.030790152327626,0,1
523,523,14,324,1,0,0,0,285,1,1,1,1,1,1,1,0.24,0,33.82233211538032,1,1
524,524,14,361,1,0,0,0,200,1,0,1,1,1,1,1,0.18,0,23.798955654112664,0,1
525,525,14,429,1,1,1,0,300,1,1,1,1,0,1,1,1.84,0,103.56920214878278,3,1
526,526,14,445,1,0,0,0,430,1,1,0,1,0,1,1,1.7,0,102.08253951271124,3,0
527,527,14,448,1,0,0,0,460,1,1,0,1,0,1,1,1.32,0,84.30612893885244,3,0
528,528,14,475,1,1,1,1,105,1,1,1,1,1,1,1,0.21,1,20.591878096007985,0,1
529,529,14,517,1,1,1,0,135,1,1,1,1,1,1,1,0.56,1,42.63915363728664,1,1
530,530,14,573,1,1,1,0,155,1,1,1,1,1,1,1,0.2,1,22.181584609806407,0,1
531,531,14,587,1,1,1,1,180,1,1,1,1,1,1,1,0.26,1,24.55484867294636,0,1
532,532,14,636,1,0,0,0,210,1,0,1,1,1,1,1,0.36,0,31.065704178091178,1,1
533,533,14,686,1,0,0,0,395,1,0,1,1,0,1,1,0.54,0,47.64433825920747,1,1
534,534,14,737,0,0,0,0,310,1,1,1,1,0,1,1,2.2,0,124.8026982768357,3,0
535,535,14,778,1,0,0,0,265,1,0,1,0,1,1,1,0.17,0,44.23716095519445,1,1
536,536,14,789,1,1,1,0,265,1,1,1,1,1,1,1,1.53,0,88.2620003187114,3,1
537,537,14,822,1,1,1,0,205,1,1,1,1,1,1,1,0.74,0,52.328919053251695,2,1
538,538,14,764,1,1,1,1,130,1,1,1,1,1,1,1,0.23,1,26.366948044099928,1,1
539,539,14,843,1,0,0,0,195,1,0,1,1,1,1,1,0.82,0,54.84247886414205,2,1
540,540,14,931,1,1,1,0,165,1,1,1,1,1,1,1,0.17,1,20.11167254980715,0,1
541,541,14,1028,1,1,1,0,185,1,1,1,1,1,1,1,0.2,1,22.652475348693194,0,1
542,542,14,1059,1,0,1,0,250,1,1,1,1,1,1,1,1.52,0,84.16352748687582,3,1
543,543,14,1069,1,0,0,0,280,1,0,1,1,1,1,1,1.6,0,92.1643082024027,3,1
544,544,14,1130,1,0,0,0,535,1,0,0,1,0,0,1,0.93,0,72.51188677424167,2,1
545,545,14,1141,1,1,1,0,190,1,1,1,1,1,1,1,0.28,1,30.972152465187303,1,1
546,546,14,1186,1,1,1,0,180,1,1,1,1,1,1,1,0.2,1,21.604849168279337,0,1
547,547,14,1188,1,0,0,0,325,1,0,1,1,0,0,1,0.6,0,46.48860459606729,1,1
548,548,15,130,1,1,1,1,41,1,1,1,1,1,1,1,0.15,1,18.041055475311616,0,1
549,549,15,380,1,0,0,1,407,1,1,1,0,0,1,1,0.15,0,64.41800242401806,2,1
550,550,15,406,1,1,1,0,191,1,1,1,1,1,1,1,0.11,1,16.982596122193836,0,1
551,551,15,591,1,1,1,1,103,1,1,1,1,1,1,1,0.14,1,19.46419678078856,0,1
552,552,15,634,1,1,1,1,196,1,1,1,1,1,1,1,0.15,1,23.12334708094617,0,1
553,553,15,649,1,1,1,0,211,1,1,1,1,1,1,1,0.24,0,32.057444047895025,1,1
554,554,15,730,1,1,1,1,118,1,1,1,1,1,1,1,0.15,1,24.7503080688043,0,1
555,555,15,756,1,1,1,0,129,1,1,1,1,1,1,1,0.1,1,20.28792180079293,0,1
556,556,15,866,1,1,1,1,46,1,1,1,1,1,1,1,0.12,1,21.45692060831417,0,1
557,557,15,878,1,1,1,0,221,1,1,1,0,1,1,1,0.2,0,49.07039069317464,1,1
558,558,15,914,1,1,1,1,118,1,1,1,1,1,1,1,0.12,1,19.230820877124295,0,1
559,559,15,915,1,1,1,1,72,1,1,1,1,1,1,1,0.12,1,19.47509373822699,0,1
560,560,15,603,1,1,1,1,118,1,1,1,1,1,1,1,0.15,1,28.243148030683475,1,1
561,561,15,986,1,1,1,1,67,1,1,1,1,1,1,1,0.1,1,21.54845848133175,0,1
562,562,15,1056,1,1,1,0,216,1,1,1,0,1,1,1,0.19,0,44.52592255766171,1,1
563,563,15,1123,1,1,1,1,72,1,1,1,1,1,1,1,0.13,1,20.613137589064404,0,1
564,564,15,1163,1,1,1,0,170,1,1,1,1,1,1,1,0.17,1,29.4838337187024,1,1
565,565,16,43,1,1,1,0,168,1,1,1,1,1,1,1,0.03,1,11.354448656189952,0,1
566,566,16,173,1,1,1,0,221,1,1,1,1,1,1,1,0.08,0,10.69497044560438,0,1
567,567,16,286,1,0,0,0,259,1,1,1,1,1,1,1,0.13,0,16.76870425423093,0,1
568,568,16,291,1,0,0,0,288,1,1,1,0,0,1,1,0.21,0,31.39553198336701,1,1
569,569,16,325,1,0,0,1,394,1,1,0,1,0,1,1,0.41,0,38.30377973023884,1,1
570,570,16,384,1,0,0,0,178,1,1,0,1,1,0,1,0.16,0,19.135104148710848,0,1
571,571,16,491,1,1,1,1,254,1,1,1,1,1,1,1,0.1,0,20.064665096885715,0,1
572,572,16,505,1,0,0,0,182,1,1,1,0,1,1,1,0.06,0,37.62201251239394,1,1
573,573,16,518,1,1,1,0,170,1,1,1,1,1,1,1,0.07,1,9.159633079977596,0,1
574,574,16,526,1,0,0,0,302,1,1,0,1,0,0,1,0.22,0,26.03778650412952,1,1
575,575,16,538,1,0,0,0,192,1,1,1,1,1,1,1,0.23,0,23.18493173037923,0,1
576,576,16,580,1,1,1,0,163,1,1,1,1,1,1,1,0.11,1,12.689737252747472,0,1
577,577,16,628,1,0,0,0,235,1,1,1,1,1,1,1,0.14,0,19.22980012323885,0,1
578,578,16,828,1,0,0,0,264,1,0,1,0,1,0,1,0.12,0,31.25798546098659,1,1
579,579,16,852,1,0,0,0,178,1,1,1,0,1,1,1,0.06,0,50.28864082613616,2,1
580,580,16,912,1,1,1,0,96,1,1,1,1,1,1,1,0.07,1,16.840328255745796,0,1
581,581,16,988,1,0,0,0,226,1,1,1,0,1,1,1,0.05,0,28.271226673708885,1,1
582,582,16,994,1,0,0,0,230,1,0,1,1,1,0,1,0.1,0,26.48169693717225,1,1
583,583,17,1112,1,1,1,0,248,1,1,1,0,1,1,1,0.26,0,50.97328836276037,2,1
584,584,17,203,1,1,1,0,152,1,1,1,1,1,1,1,0.45,1,34.28446301164712,1,1
585,585,17,866,1,1,1,1,59,1,1,1,1,1,1,1,0.4,1,32.31984172271713,1,1
586,586,17,604,1,1,1,1,30,1,1,1,1,1,1,1,0.15,1,13.79316627308924,0,1
587,587,17,1116,1,1,1,1,25,1,1,1,1,1,1,1,0.15,1,12.505034238830314,0,1
588,588,17,283,1,1,1,0,191,1,1,1,1,1,1,1,0.26,1,23.781737738456837,0,1
589,589,17,547,1,1,1,1,79,1,1,1,1,1,1,1,0.22,1,20.981114170853647,0,1
590,590,17,902,1,1,1,1,152,1,1,1,1,1,1,1,0.26,1,26.534363583459506,1,1
591,591,17,1073,1,1,1,0,98,1,1,1,1,1,1,1,0.15,1,20.478271808732416,0,1
592,592,17,122,1,0,0,0,157,1,1,1,0,1,1,1,0.36,0,53.017642741518,2,1
593,593,17,172,1,1,1,1,64,1,1,1,1,1,1,1,0.1,1,12.012102555436964,0,1
594,594,17,240,1,1,1,0,201,1,1,1,1,1,1,1,0.44,0,33.5677559038737,1,1
595,595,17,347,1,1,1,0,216,1,1,1,0,1,1,1,0.14,0,33.85846429229513,1,1
596,596,17,646,1,1,1,1,108,1,1,1,1,1,1,1,0.17,1,16.55524133047003,0,1
597,597,17,181,1,1,1,1,64,1,1,1,1,1,1,1,1.05,1,60.232196530008544,2,1
598,598,17,359,1,1,1,1,54,1,1,1,1,1,1,1,0.11,1,15.734823252458195,0,1
599,599,17,368,1,1,1,0,108,1,1,1,1,1,1,1,0.13,1,20.91834665212936,0,1
600,600,17,407,1,1,1,1,34,1,1,1,1,1,1,1,0.09,1,10.328826298614455,0,1
601,601,17,433,1,1,1,0,166,1,1,1,1,1,1,1,0.17,1,25.05880256225841,1,1
602,602,17,811,1,1,1,1,74,1,1,1,0,1,1,1,0.12,0,25.171174111804294,1,1
603,603,17,907,1,1,1,0,181,1,1,1,0,1,1,1,0.21,0,41.719645146288805,1,1
604,604,17,992,1,1,1,1,69,1,1,1,1,1,1,1,0.11,1,17.397734743249107,0,1
605,605,17,484,1,1,1,0,166,1,1,1,0,1,1,1,0.19,0,37.10088961801903,1,1
606,606,17,24,1,0,0,0,181,0,1,1,1,1,1,1,0.13,0,18.67963274315117,0,1
607,607,17,431,1,1,1,0,206,1,1,1,1,1,1,1,0.34,0,32.00292723388802,1,1
608,608,17,804,1,1,1,0,112,1,1,1,1,1,1,1,0.3,1,24.0456390318986,0,1
609,609,17,873,1,1,1,0,166,1,1,1,1,1,1,1,0.23,1,21.490355371687965,0,1
610,610,17,90,1,1,1,1,122,1,1,1,1,1,1,1,0.23,1,25.186524537238714,1,1
611,611,17,559,1,1,1,1,59,1,1,1,1,1,1,1,0.22,1,20.294683562898943,0,1
612,612,17,629,1,1,1,1,112,1,1,1,1,1,1,1,0.29,1,26.5364966712209,1,1
613,613,17,1196,1,0,1,1,25,1,1,1,1,1,1,1,0.1,0,8.952149815863505,0,1
614,614,17,199,1,1,1,1,93,1,1,1,1,1,1,1,0.21,1,22.270694686096167,0,1
615,615,17,465,1,1,1,1,74,1,1,1,1,1,1,1,0.26,1,23.88573472173751,0,1
616,616,17,561,1,1,1,1,64,1,1,1,1,1,1,1,0.21,1,21.640034183636065,0,1
617,617,17,1029,1,1,1,0,127,1,1,1,1,1,1,1,0.27,1,30.395178612824257,1,1
618,618,17,257,1,0,0,0,181,1,1,1,0,1,1,1,0.28,0,53.88714486394901,2,1
619,619,17,452,1,1,1,1,127,1,1,1,1,1,1,1,0.42,1,35.55954733076383,1,1
620,620,17,485,1,1,1,1,54,1,1,1,1,1,1,1,0.16,1,22.54294740667715,0,1
621,621,17,551,1,1,1,0,157,1,1,1,1,1,1,1,0.17,1,26.86679730720013,1,1
622,622,17,643,1,1,1,0,255,1,1,1,0,1,1,1,0.23,0,42.625124137519165,1,1
623,623,17,644,1,0,0,0,176,1,1,1,0,1,1,1,0.22,0,32.06178013612882,1,1
624,624,17,825,1,1,1,0,117,1,1,1,1,1,1,1,0.48,1,35.15887662161402,1,1
625,625,17,840,1,0,0,0,226,0,1,1,1,1,1,1,0.35,0,37.13777891845886,1,1
626,626,17,879,1,1,1,0,127,1,1,1,1,1,1,1,0.23,1,23.599657512630287,0,1
627,627,17,121,1,1,1,0,162,1,1,1,1,1,1,1,0.25,1,24.535246096988462,0,1
628,628,17,268,1,1,1,1,84,1,1,1,1,1,1,1,0.3,1,26.054412666711396,1,1
629,629,17,637,1,1,1,1,117,1,1,1,1,1,1,1,0.86,1,53.92193161744331,2,1
630,630,17,667,1,0,0,0,196,0,1,1,0,1,1,1,0.55,0,50.82378835186304,2,1
631,631,17,697,1,1,1,0,142,1,1,1,0,1,1,1,0.15,0,50.13463440322426,2,1
632,632,17,791,1,1,1,1,54,1,1,1,1,1,1,1,0.12,1,18.600862728514794,0,1
633,633,17,1149,1,1,1,1,39,1,1,1,1,1,1,1,0.81,1,42.379501451608654,1,1
634,634,17,1189,1,1,1,1,59,1,1,1,1,1,1,1,0.28,1,23.163232692995173,0,1
635,635,17,95,1,1,1,1,54,1,1,1,1,1,1,1,0.12,1,14.363068129229257,0,1
636,636,17,414,1,1,1,1,44,1,1,1,1,1,1,1,0.19,1,16.546391032265426,0,1
637,637,17,1138,1,1,1,0,122,1,1,1,0,1,1,1,0.14,0,37.80729731611613,1,1
638,638,17,1192,1,1,1,1,49,1,1,1,1,1,1,1,0.12,1,13.187544597658007,0,1
639,639,17,8,1,1,1,1,59,1,1,1,1,1,1,1,0.21,1,20.33491777614176,0,1
640,640,17,236,1,1,1,0,112,1,1,1,1,1,1,1,0.23,1,29.13377154733813,1,1
641,641,17,514,1,1,1,0,132,1,1,1,1,1,1,1,0.34,1,29.27955097075357,1,1
642,642,17,589,1,1,1,1,25,1,1,1,1,1,1,1,0.15,1,14.764273486637476,0,1
643,643,17,727,1,1,1,1,25,1,1,1,1,1,1,1,0.18,1,14.051400674275548,0,1
644,644,17,881,1,1,1,1,34,1,1,1,1,1,1,1,0.15,1,15.68140520020368,0,1
645,645,17,923,1,1,1,1,44,1,1,1,1,1,1,1,0.17,1,13.473788790586523,0,1
646,646,17,1162,1,1,1,0,127,1,1,1,1,1,1,1,0.23,1,24.65920376781395,0,1
647,647,18,138,1,1,1,0,179,1,1,1,1,1,1,1,0.27,1,33.19363891981183,1,1
648,648,18,184,1,0,0,0,198,1,1,1,0,1,1,1,0.36,0,40.50222200710619,1,1
649,649,18,223,1,1,1,1,134,1,1,1,1,1,1,1,0.55,1,33.92957926134249,1,1
650,650,18,226,1,1,1,1,66,1,1,1,1,1,1,1,0.1,1,9.616296907678713,0,1
651,651,18,247,1,1,1,0,79,1,1,1,1,1,1,1,0.07,1,15.065789559343294,0,1
652,652,18,284,1,1,1,1,127,1,1,1,0,1,1,1,0.16,0,25.51808657401393,1,1
653,653,18,438,1,1,1,0,226,1,1,1,1,1,1,1,0.18,0,19.918700659528778,0,1
654,654,18,510,1,1,1,1,151,1,1,1,1,1,1,1,0.34,1,28.000233174458824,1,1
655,655,18,536,1,1,1,1,83,1,1,1,1,1,1,1,0.08,1,11.70159304744979,0,1
656,656,18,537,1,1,1,1,77,1,1,1,1,1,1,1,0.19,1,20.180127495876707,0,1
657,657,18,542,1,1,1,1,79,1,1,1,1,1,1,1,0.09,1,14.349439707645988,0,1
658,658,18,543,1,1,1,1,55,1,1,1,1,1,1,1,0.11,1,9.61371670407138,0,1
659,659,18,614,1,1,1,1,44,1,1,1,1,1,1,1,0.07,1,8.064419171140942,0,1
660,660,18,672,1,1,1,1,116,1,1,1,1,1,1,1,0.08,1,10.414092095702864,0,1
661,661,18,673,1,1,1,1,50,1,1,1,1,1,1,1,0.05,1,8.259509133515447,0,1
662,662,18,724,1,0,0,0,231,1,0,1,1,1,1,1,0.25,0,23.592458229985645,0,1
663,663,18,857,1,1,1,1,77,1,1,1,1,1,1,1,0.06,1,10.392810991976454,0,1
664,664,18,858,1,1,1,1,37,1,1,1,1,1,1,1,0.09,1,7.9036308472996035,0,1
665,665,18,875,1,0,0,0,765,0,0,0,0,0,0,1,0.06,0,271.4228748446425,3,1
666,666,18,882,1,1,1,1,102,1,1,1,1,1,1,1,0.05,1,20.15916358923368,0,1
667,667,18,906,1,1,1,0,176,1,1,1,0,1,1,1,0.14,0,43.090224929287686,1,1
668,668,18,984,1,1,1,1,77,1,1,1,1,1,1,1,0.15,1,20.87369351682731,0,1
669,669,18,1052,1,1,1,0,303,1,1,1,1,0,1,1,0.49,0,42.322869141236986,1,1
670,670,18,1131,1,1,1,0,165,1,1,1,1,1,1,1,0.27,1,26.32675207056259,1,1
671,671,18,1146,1,1,1,1,55,1,1,1,1,1,1,1,0.09,1,18.68492953676177,0,1
672,672,18,1150,1,1,1,1,77,1,1,1,1,1,1,1,0.08,1,15.490778937989129,0,1
673,673,18,812,1,1,1,1,127,1,1,1,0,1,1,1,0.18,0,38.96141562767038,1,1
674,674,18,45,1,1,1,1,99,1,1,1,1,1,1,1,0.29,1,24.776237759260823,0,1
675,675,18,46,1,1,1,0,181,1,1,1,0,1,1,1,0.25,0,32.69850126394822,1,1
676,676,18,47,1,1,1,0,209,1,1,1,0,1,1,1,0.25,0,33.9494603418024,1,1
677,677,18,48,1,1,1,1,134,1,1,1,1,1,1,1,0.11,1,18.80201507114256,0,1
678,678,18,49,1,1,1,1,125,1,1,1,0,1,1,1,0.09,0,24.519686032487623,0,1
679,679,18,50,1,1,1,1,55,1,1,1,1,1,1,1,0.1,1,17.819630088166438,0,1
680,680,18,51,1,1,1,1,121,1,1,1,1,1,1,1,0.21,1,26.638198875905506,1,1
681,681,18,52,1,1,1,0,154,1,1,1,1,1,1,1,0.17,1,17.240983567116345,0,1
682,682,18,53,1,1,1,1,121,1,1,1,0,1,1,1,0.16,0,27.704228346236054,1,1
683,683,18,54,1,1,1,1,99,1,1,1,1,1,1,1,0.07,1,20.439971658462547,0,1
684,684,18,55,1,1,1,0,165,1,1,1,1,1,1,1,0.17,1,18.596878935243566,0,1
685,685,18,56,1,1,1,1,127,1,1,1,1,1,1,1,0.19,1,22.61242313493691,0,1
686,686,18,57,1,1,1,0,132,1,1,1,1,1,1,1,0.19,1,21.27533707408795,0,1
687,687,18,58,1,1,1,1,72,1,1,1,1,1,1,1,0.05,1,5.590406730641047,0,1
688,688,18,59,1,1,1,1,44,1,1,1,1,1,1,1,0.04,1,4.7881916865012135,0,1
689,689,18,60,1,1,1,1,25,1,1,1,1,1,1,1,0.09,1,4.741497467999371,0,1
690,690,18,61,1,1,1,1,127,1,1,1,1,1,1,1,0.08,1,11.209156413981754,0,1
691,691,18,62,1,1,1,1,88,1,1,1,1,1,1,1,0.06,1,9.538502798065204,0,1
692,692,18,63,1,1,1,1,111,1,1,1,1,1,1,1,0.05,1,12.561792264710467,0,1
693,693,18,64,1,1,1,1,146,1,1,1,1,1,1,1,0.12,1,18.01576571259876,0,1
694,694,18,65,1,1,1,1,67,1,1,1,1,1,1,1,0.06,1,12.827276132847738,0,1
695,695,18,66,1,1,1,1,88,1,1,1,1,1,1,1,0.18,1,20.714377110295374,0,1
696,696,18,67,1,1,1,0,123,1,1,1,1,1,1,1,0.18,1,20.023386014117843,0,1
697,697,18,68,1,1,1,1,44,1,1,1,1,1,1,1,0.05,1,6.411895548711468,0,1
698,698,18,69,1,1,1,1,50,1,1,1,1,1,1,1,0.14,1,12.088100446167644,0,1
699,699,18,70,1,1,1,1,143,1,1,1,1,1,1,1,0.07,1,9.393946054559658,0,1
700,700,18,71,1,1,1,1,55,1,1,1,1,1,1,1,0.13,1,9.237640295988344,0,1
701,701,18,72,1,1,1,1,116,1,1,1,0,1,1,1,0.16,0,27.16494753574677,1,1
702,702,18,73,1,1,1,1,61,1,1,1,1,1,1,1,0.07,1,12.006730329690798,0,1
703,703,18,74,1,1,1,1,50,1,1,1,1,1,1,1,0.08,1,6.44975176741881,0,1
704,704,18,75,1,1,1,1,100,1,1,1,1,1,1,1,0.06,1,5.907261340789935,0,1
705,705,18,76,1,1,1,1,105,1,1,1,1,1,1,1,0.06,1,7.2961484606324944,0,1
706,706,18,77,1,1,1,1,86,1,1,1,1,1,1,1,0.06,1,10.50523487698901,0,1
707,707,19,15,1,1,1,1,64,1,1,1,1,1,1,1,0.17,1,19.463967186879508,0,1
708,708,19,30,1,1,1,0,188,1,1,1,0,1,1,1,0.19,0,39.929177815196645,1,1
709,709,19,113,1,1,1,1,79,1,1,1,1,1,1,1,0.12,1,9.752694540609808,0,1
710,710,19,115,1,1,1,1,45,1,1,1,1,1,1,1,0.09,1,10.244749583708016,0,1
711,711,19,126,1,1,1,1,89,1,1,1,1,1,1,1,0.12,1,15.395909087435326,0,1
712,712,19,153,1,1,1,1,94,1,1,1,1,1,1,1,0.11,1,13.00377043213132,0,1
713,713,19,215,1,1,1,1,44,1,1,1,1,1,1,1,0.09,1,8.85075432135562,0,1
714,714,19,234,1,0,0,0,297,1,1,1,0,0,1,1,0.25,0,54.41938022806263,2,1
715,715,19,251,1,1,1,1,84,1,1,1,1,1,1,1,0.13,1,14.026545828065114,0,1
716,716,19,269,1,1,1,0,139,1,1,1,0,1,1,1,0.11,0,39.58342821082617,1,1
717,717,19,273,1,1,1,1,84,1,1,1,1,1,1,1,0.15,1,13.863480033977016,0,1
718,718,19,290,1,1,1,1,109,1,1,1,1,1,1,1,0.1,1,13.050393294380347,0,1
719,719,19,309,1,1,1,1,45,1,1,1,1,1,1,1,0.09,1,11.690254833246865,0,1
720,720,19,272,1,1,1,1,84,1,1,1,1,1,1,1,0.08,1,10.897496134279962,0,1
721,721,19,326,1,1,1,1,54,1,1,1,1,1,1,1,0.06,1,8.384522288143962,0,1
722,722,19,340,1,1,1,1,64,1,1,1,1,1,1,1,0.12,1,11.17746748705129,0,1
723,723,19,350,1,1,1,1,50,1,1,1,1,1,1,1,0.09,1,11.014467119372696,0,1
724,724,19,355,1,1,1,1,99,1,1,1,1,1,1,1,0.12,1,14.430370322252315,0,1
725,725,19,363,1,1,1,1,50,1,1,1,1,1,1,1,0.07,1,12.888944988886143,0,1
726,726,19,377,1,1,1,1,56,1,1,1,1,1,1,1,0.17,1,15.361420128124248,0,1
727,727,19,379,1,1,1,0,158,1,1,1,0,1,1,1,0.07,0,22.00052261874335,0,1
728,728,19,392,1,1,1,1,45,1,1,1,1,1,1,1,0.06,1,6.091274228504741,0,1
729,729,19,432,1,1,1,0,119,1,1,1,1,1,1,1,0.19,1,19.96370985432399,0,1
730,730,19,471,1,1,1,1,54,1,1,1,1,1,1,1,0.06,1,5.96377477124816,0,1
731,731,19,544,1,0,0,0,252,1,0,1,1,1,1,1,0.18,0,23.35295616133364,0,1
732,732,19,548,1,1,1,0,183,1,1,1,1,1,1,1,0.11,1,11.360453818408669,0,1
733,733,19,571,1,1,1,0,129,1,1,1,1,1,1,1,0.25,1,14.161784820563506,0,1
734,734,19,582,1,1,1,0,233,1,1,1,1,1,1,1,0.12,0,14.912643911919044,0,1
735,735,19,610,1,1,1,0,134,1,1,1,1,1,1,1,0.09,1,11.645370080246778,0,1
736,736,19,639,1,1,1,1,60,1,1,1,1,1,1,1,0.11,1,8.824203313522844,0,1
737,737,19,651,1,1,1,1,59,1,1,1,1,1,1,1,0.1,1,8.749153645778055,0,1
738,738,19,689,1,1,1,1,55,1,1,1,1,1,1,1,0.18,1,11.344439731705018,0,1
739,739,19,691,1,1,1,0,223,0,1,1,1,1,1,1,0.18,0,16.04025404071411,0,1
740,740,19,692,1,1,1,1,54,1,1,1,1,1,1,1,0.12,1,8.940598933986832,0,1
741,741,19,699,1,1,1,1,89,1,1,1,1,1,1,1,0.13,1,11.842876970328422,0,1
742,742,19,726,1,1,1,0,164,1,1,1,0,1,1,1,0.21,0,41.18426044098221,1,1
743,743,19,733,1,1,1,1,75,1,1,1,1,1,1,1,0.12,1,7.21324163729342,0,1
744,744,19,739,1,1,1,1,50,1,1,1,1,1,1,1,0.11,1,6.339857491288511,0,1
745,745,19,751,1,1,1,1,65,1,1,1,1,1,1,1,0.1,1,6.592276839051035,0,1
746,746,19,795,1,1,1,1,119,1,1,1,1,1,1,1,0.18,1,12.808347775827585,0,1
747,747,19,816,1,1,1,1,80,1,1,1,1,1,1,1,0.19,1,19.1439003707072,0,1
748,748,19,829,1,1,1,1,35,1,1,1,1,1,1,1,0.16,1,7.863350200128679,0,1
749,749,19,838,1,1,1,1,50,1,1,1,1,1,1,1,0.08,1,2.920808570222788,0,1
750,750,19,850,1,1,1,1,148,1,1,1,1,1,1,1,0.51,1,29.148394045588187,1,1
