,Index,District,Village,pH,EC,TDS,TH,Alkalinity,Calcium,Magnesium,Sodium,Potassium,Bicarbonate,Chloride,Sulphate,Fluoride,is_drinkable,WQI,WQC,Carbonate
999,999,25,510,1,1,1,1,129,1,1,1,0,1,1,1,0.18,0,28.525076528944293,1,1
1000,1000,25,563,1,1,1,1,134,1,1,1,0,1,1,1,0.05,0,36.44851262830187,1,1
1001,1001,25,570,1,0,0,0,350,1,1,1,0,0,1,1,0.02,0,149.14342862973638,3,1
1002,1002,25,581,1,0,0,0,443,0,1,1,0,0,0,1,0.11,0,145.41421568835577,3,1
1003,1003,25,599,1,1,1,1,103,1,1,1,1,1,1,1,0.06,1,18.53680645246204,0,1
1004,1004,25,688,1,1,1,0,196,1,1,1,0,1,1,1,0.18,0,46.339037347257005,1,1
1005,1005,25,717,1,1,1,1,144,1,1,1,1,1,1,1,0.17,1,23.71369499433481,0,1
1006,1006,25,776,1,1,1,0,180,1,1,1,1,1,1,1,0.33,1,33.25039429919867,1,1
1007,1007,25,808,1,1,1,1,124,1,1,1,0,1,1,1,0.22,0,36.37227382176561,1,1
1008,1008,25,855,1,1,1,1,129,1,1,1,1,1,1,1,0.13,1,21.29136040228964,0,1
1009,1009,25,919,1,0,0,0,479,1,1,1,0,0,1,1,0.16,0,83.57337358833645,3,1
1010,1010,25,939,1,1,1,0,139,1,1,1,0,1,1,1,0.06,0,25.63796175293528,1,1
1011,1011,25,998,1,1,1,0,196,1,1,1,1,1,1,1,0.14,1,26.13475370770883,1,1
1012,1012,25,1016,1,0,0,0,319,1,1,0,0,0,1,1,0.08,0,80.0345310909185,3,1
1013,1013,25,1021,1,0,0,0,263,1,1,1,0,1,1,1,0.46,0,61.86286569371949,2,1
1014,1014,25,1034,1,0,0,0,474,1,0,0,0,0,0,1,0.25,0,64.21670748210363,2,1
1015,1015,25,1044,1,0,0,0,412,1,1,0,0,0,0,1,0.34,0,55.62101445891101,2,1
1016,1016,25,1044,1,1,1,0,118,1,1,1,1,1,1,1,0.13,1,23.151690344998,0,1
1017,1017,25,1176,1,0,0,0,314,1,0,1,1,0,1,1,0.33,0,36.065061618006574,1,1
1018,1018,25,788,1,0,0,0,556,1,1,1,0,0,0,1,0.16,0,153.42764592014046,3,1
1019,1019,25,1191,1,1,1,0,299,0,1,1,0,0,1,1,0.35,0,48.47200021398384,1,1
1020,1020,26,7,1,0,0,0,292,1,0,1,1,0,1,1,0.38,0,36.1243019413939,1,1
1021,1021,26,14,1,1,1,1,54,1,1,1,1,1,1,1,0.18,1,20.08478600341865,0,1
1022,1022,26,154,1,1,1,1,183,1,1,1,1,1,1,1,0.3,1,19.055894971860845,0,1
1023,1023,26,280,1,1,1,1,188,1,1,1,1,1,1,1,0.39,1,22.398550882159725,0,1
1024,1024,26,327,1,0,0,0,386,1,1,1,0,0,1,1,0.28,0,86.86930805097231,3,1
1025,1025,26,454,1,1,1,1,54,1,1,1,1,1,1,1,0.15,1,15.191357982234246,0,1
1026,1026,26,469,1,0,0,0,272,1,1,1,0,1,1,1,0.28,0,86.13779475496163,3,1
1027,1027,26,470,1,1,1,0,193,1,1,1,1,1,1,1,0.32,1,21.871914563836675,0,1
1028,1028,26,476,1,1,1,1,109,1,1,1,1,1,1,1,0.29,1,17.306654204089078,0,1
1029,1029,26,590,1,1,1,1,59,1,1,1,1,1,1,1,0.5,1,26.047258600890977,1,1
1030,1030,26,627,1,0,0,0,193,1,1,1,1,1,1,1,0.18,0,16.45114505415688,0,1
1031,1031,26,639,1,0,0,0,272,1,1,1,1,1,1,1,0.37,0,24.667000676766367,0,1
1032,1032,26,681,1,1,1,1,79,1,1,1,1,1,1,1,0.32,1,20.184699489976868,0,1
1033,1033,26,814,1,1,1,1,144,1,1,1,1,1,1,1,0.21,1,13.402638822726558,0,1
1034,1034,26,827,1,1,1,1,109,1,1,1,1,1,1,1,0.17,1,11.070151433196427,0,1
1035,1035,26,839,1,1,1,1,84,1,1,1,1,1,1,1,0.15,1,11.127711643749738,0,1
1036,1036,26,864,1,1,1,1,302,1,1,1,1,0,1,1,0.54,0,33.66364250319208,1,1
1037,1037,26,880,1,1,1,1,193,1,1,1,0,1,1,1,0.3,0,36.77009748435951,1,1
1038,1038,26,1001,1,1,1,0,243,1,1,1,1,1,1,1,0.3,0,22.93407848395277,0,1
1039,1039,26,1085,1,1,1,0,277,1,1,1,1,1,1,1,0.29,0,24.99287975834544,0,1
1040,1040,26,1147,1,1,1,1,134,1,1,1,1,1,1,1,0.25,1,20.76541195994199,0,1
1041,1041,26,1170,1,1,1,1,183,1,1,1,1,1,1,1,0.49,1,37.470827874056354,1,1
1042,1042,27,81,1,1,1,1,134,1,1,1,0,1,1,1,0.33,0,39.90695591847895,1,1
1043,1043,27,98,1,1,1,0,187,1,1,1,1,1,1,1,0.59,1,42.16275050757477,1,1
1044,1044,27,112,1,0,0,0,341,1,0,1,1,0,0,1,1.1,0,71.22298618134226,2,1
1045,1045,27,164,1,1,1,0,216,1,1,1,1,1,1,1,0.43,0,40.77928428348104,1,0
1046,1046,27,176,1,0,1,0,312,1,0,1,1,1,1,1,0.48,0,46.86185324727561,1,0
1047,1047,27,178,1,0,0,0,336,0,1,1,0,0,0,1,0.3,0,74.45921242906479,2,0
1048,1048,27,302,1,1,1,0,192,1,1,1,1,1,1,1,0.34,1,31.24465575349061,1,0
1049,1049,27,311,1,1,1,1,91,1,1,1,1,1,1,1,0.2,1,23.3373406903017,0,1
1050,1050,27,316,1,1,1,0,206,1,1,1,0,1,1,1,1.3,0,84.54239307247119,3,1
1051,1051,27,348,1,1,1,0,125,1,1,1,1,1,1,1,0.29,1,20.023599573390943,0,1
1052,1052,27,354,1,1,1,0,101,1,1,1,1,1,1,1,0.86,1,58.255415815047776,2,1
1053,1053,27,358,1,1,1,0,125,1,1,1,1,1,1,1,0.55,1,38.39806040345013,1,1
1054,1054,27,410,1,0,0,0,254,1,1,1,0,1,1,1,0.33,0,52.889381716892025,2,1
1055,1055,27,447,1,1,1,1,96,1,1,1,1,1,1,1,0.49,1,35.695132292115126,1,1
1056,1056,27,457,1,0,0,0,274,0,0,1,0,1,1,1,0.36,0,53.33911984142552,2,1
1057,1057,27,460,1,1,1,0,168,1,1,1,1,1,1,1,0.36,1,34.2972690028834,1,1
1058,1058,27,472,1,1,1,0,264,1,1,1,1,1,1,1,0.18,0,29.814401806182158,1,1
1059,1059,27,473,1,1,1,0,144,1,1,1,1,1,1,1,0.43,1,35.16511665657603,1,1
1060,1060,27,477,1,0,0,0,379,1,0,1,1,0,1,1,0.68,0,51.536288376629685,2,1
1061,1061,27,497,1,1,1,0,197,1,1,1,1,1,1,1,0.26,1,27.67527760582647,1,1
1062,1062,27,499,1,0,0,0,432,1,1,1,1,0,1,1,1.4,0,84.29687802949185,3,0
1063,1063,27,522,1,1,1,0,226,1,1,1,1,1,1,1,0.82,0,55.38348254177709,2,0
1064,1064,27,569,1,1,1,0,115,1,1,1,1,1,1,1,1.0,1,62.976320295886445,2,1
1065,1065,27,552,1,0,0,0,307,1,1,1,1,0,1,1,1.2,0,72.88594496935588,2,1
1066,1066,27,670,1,1,1,0,163,1,1,1,1,1,1,1,0.28,1,23.324787013897915,0,1
1067,1067,27,743,1,0,0,0,317,0,1,1,1,0,1,1,0.26,0,31.08224774743793,1,1
1068,1068,27,792,1,0,0,0,283,1,1,1,0,1,1,1,0.24,0,48.10121857572242,1,1
1069,1069,27,924,1,1,1,1,130,1,1,1,1,1,1,1,0.13,1,21.319173193032395,0,1
1070,1070,27,1019,1,1,1,0,182,1,1,1,1,1,1,1,0.44,1,36.01301845440828,1,1
1071,1071,27,1030,1,1,1,0,149,1,1,1,1,1,1,1,0.65,1,45.84872213999696,1,1
1072,1072,27,1039,1,0,0,0,269,0,0,1,1,1,0,1,0.25,0,42.133043775829854,1,1
1073,1073,27,1048,1,0,0,0,269,0,1,1,0,1,1,1,0.22,0,53.24912549671283,2,0
1074,1074,27,18,1,1,1,1,119,1,1,1,1,1,1,1,0.53,1,36.10705494261639,1,1
1075,1075,27,91,1,1,1,0,189,1,1,1,1,1,1,1,0.43,1,40.93917865867794,1,1
1076,1076,27,97,1,0,0,0,289,0,0,1,1,0,0,1,0.49,0,48.92422274472775,1,1
1077,1077,27,143,1,1,1,0,124,1,1,1,1,1,1,1,0.31,1,25.66725742907469,1,1
1078,1078,27,144,1,0,0,0,214,0,1,1,1,1,1,1,0.27,0,30.547293769532043,1,1
1079,1079,27,171,1,1,1,0,154,1,1,1,1,1,1,1,0.46,1,36.589222063998726,1,1
1080,1080,27,198,1,0,1,0,299,1,1,1,1,0,1,1,0.91,0,57.466372042614495,2,1
1081,1081,27,205,1,0,0,0,388,1,1,1,1,0,1,1,1.8,0,107.40074819337914,3,1
1082,1082,27,221,1,0,0,0,358,1,1,1,1,0,1,1,1.7,0,97.1489790762861,3,1
1083,1083,27,255,1,0,1,0,184,1,1,1,1,1,1,1,0.49,1,39.99462582122668,1,1
1084,1084,27,293,1,0,0,0,229,1,1,1,1,1,1,1,0.31,0,31.495424029083697,1,1
1085,1085,27,296,1,1,1,0,184,1,1,1,1,1,1,1,0.56,1,39.44881039418031,1,1
1086,1086,27,323,1,1,1,0,179,1,1,1,1,1,1,1,0.25,1,23.90492595904247,0,1
1087,1087,27,331,1,1,1,1,100,1,1,1,1,1,1,1,0.45,1,33.798292162671885,1,1
1088,1088,27,421,1,1,1,1,154,1,1,1,1,1,1,1,0.29,1,27.599066410565367,1,1
1089,1089,27,456,1,1,1,0,289,1,0,1,1,0,1,1,0.27,0,30.263509485060343,1,1
1090,1090,27,490,1,1,1,0,204,1,1,1,1,1,1,1,0.83,0,54.11401053559081,2,1
1091,1091,27,523,1,1,1,1,95,1,1,1,1,1,1,1,0.74,1,46.80037710406834,1,1
1092,1092,27,546,1,1,1,0,164,1,1,1,1,1,1,1,0.58,1,41.13404239540761,1,1
1093,1093,27,555,1,1,1,0,254,1,1,1,1,1,1,1,1.6,0,92.02079167229223,3,1
1094,1094,27,572,1,0,1,0,204,1,1,1,1,1,1,1,0.71,0,50.39733911372761,2,1
1095,1095,27,578,1,1,1,0,299,1,0,1,1,0,1,1,0.37,0,35.984519853936206,1,1
1096,1096,27,631,1,1,1,0,119,1,1,1,1,1,1,1,0.36,1,28.40362713937849,1,1
1097,1097,27,645,1,1,1,0,109,1,1,1,1,1,1,1,0.29,1,26.8727210083734,1,1
1098,1098,27,678,1,1,1,1,124,1,1,1,1,1,1,1,0.42,1,30.6877270641728,1,1
1099,1099,27,703,1,0,0,0,189,0,1,1,1,1,1,1,0.33,0,31.292809845634427,1,1
1100,1100,27,707,1,1,1,1,60,1,1,1,1,1,1,1,0.27,1,21.659601789086096,0,1
1101,1101,27,734,1,0,0,0,169,0,1,1,1,1,1,1,0.28,0,30.24885653090864,1,1
1102,1102,27,758,1,1,1,0,219,1,1,1,1,1,1,1,0.29,0,30.231980168566057,1,1
1103,1103,27,761,1,1,1,0,209,1,1,1,1,1,1,1,0.25,0,27.72305097089508,1,1
1104,1104,27,784,1,1,1,1,35,1,1,1,1,1,1,1,0.22,1,22.612697266356392,0,1
1105,1105,27,819,1,1,1,0,199,1,1,1,1,1,1,1,0.47,1,38.04040602302251,1,1
1106,1106,27,833,1,1,1,1,45,1,1,1,1,1,1,1,0.39,1,28.98261719507373,1,1
1107,1107,27,835,1,0,0,0,209,0,1,1,1,1,1,1,0.32,0,28.69751170188767,1,1
1108,1108,27,847,1,0,0,0,368,1,0,1,1,0,0,1,1.0,0,71.76734555588673,2,1
1109,1109,27,854,1,1,1,0,308,1,1,1,1,1,1,1,0.88,0,65.52912054055264,2,0
1110,1110,27,883,1,0,0,0,373,1,1,1,1,0,1,1,1.7,0,97.34033248730462,3,1
1111,1111,27,901,1,1,1,1,269,1,1,1,1,1,1,1,3.6,0,183.8170025590317,3,0
1112,1112,27,903,1,0,0,0,179,0,1,1,1,1,1,1,1.0,0,64.06938552104924,2,1
1113,1113,27,987,1,1,1,0,189,1,1,1,1,1,1,1,0.6,0,43.72290370132611,1,1
1114,1114,27,1023,1,1,1,1,259,1,1,1,1,1,1,1,1.3,0,74.94482187401731,2,1
1115,1115,27,1075,1,1,1,1,139,1,1,1,1,1,1,1,0.51,1,37.48064671805109,1,1
1116,1116,27,1095,1,1,1,1,40,1,1,1,1,1,1,1,0.26,1,27.6912029854709,1,1
1117,1117,27,1120,1,1,1,1,114,1,1,1,1,1,1,1,0.51,1,32.8151274689872,1,1
1118,1118,27,1139,1,1,1,0,194,1,1,1,1,1,1,1,0.38,1,33.20065098074514,1,1
1119,1119,27,1161,1,1,1,0,169,1,1,1,1,1,1,1,0.6,1,43.04059507038966,1,1
1120,1120,27,1167,1,1,1,0,279,1,1,1,1,1,1,1,0.88,0,57.39345788268647,2,1
1121,1121,28,28,1,0,0,0,139,1,1,1,0,1,1,1,2.5,0,153.61652260968586,3,1
1122,1122,28,31,1,0,0,0,158,1,1,1,0,1,1,1,0.9,0,79.3170951721452,3,1
1123,1123,28,34,1,0,0,0,254,1,1,1,0,1,1,1,0.68,0,57.67997356054117,2,1
1124,1124,28,101,1,0,0,0,270,1,1,1,0,1,1,1,0.49,0,42.47487195642656,1,1
1125,1125,28,102,1,0,0,0,150,1,0,1,1,1,1,1,0.81,0,60.35637333614116,2,1
1126,1126,28,170,1,0,0,0,166,1,1,1,0,1,1,1,0.68,0,52.42976150141935,2,1
1127,1127,28,179,1,0,0,0,112,1,1,1,0,1,1,1,0.47,0,46.852318809321424,1,1
1128,1128,28,219,1,1,1,0,231,1,1,1,1,1,1,1,0.53,0,44.14626592530888,1,0
1129,1129,28,237,1,1,1,0,185,1,1,1,1,1,1,1,0.54,1,40.683241880714206,1,1
1130,1130,28,78,1,0,0,0,108,0,1,1,0,1,0,1,0.48,0,47.47349187385031,1,1
1131,1131,28,241,1,1,1,1,154,1,1,1,1,1,1,1,0.36,1,30.35529343949876,1,1
1132,1132,28,252,1,1,1,0,166,1,1,1,1,1,1,1,0.74,1,48.117621088390905,1,1
1133,1133,28,308,1,1,1,1,200,1,1,1,1,1,1,1,0.55,1,40.46783923303209,1,1
1134,1134,28,301,1,1,1,0,162,1,1,1,1,1,1,1,0.66,1,46.38557846541317,1,1
1135,1135,28,333,1,0,0,0,412,1,1,1,0,0,1,1,0.65,0,69.50616692381526,2,0
1136,1136,28,366,1,1,1,0,142,1,1,1,1,1,1,1,0.79,1,51.93069302460787,2,1
1137,1137,28,413,1,1,1,1,119,1,1,1,1,1,1,1,0.53,1,38.78638628272984,1,1
1138,1138,28,409,1,1,1,1,119,1,1,1,1,1,1,1,0.45,1,33.43193155517287,1,1
1139,1139,28,422,1,0,0,0,89,0,1,1,0,1,0,1,0.52,0,45.6668658471312,1,1
1140,1140,28,503,1,0,0,0,131,1,1,1,1,1,1,1,0.53,1,47.56704838440783,1,1
1141,1141,28,541,1,0,0,0,196,1,1,1,0,1,1,1,0.57,0,48.78874947388563,1,1
1142,1142,28,622,1,0,0,0,77,0,1,1,0,1,0,1,0.63,0,55.47576668345138,2,1
1143,1143,28,624,1,1,1,1,85,1,1,1,1,1,1,1,0.72,1,46.87870497034088,1,1
1144,1144,28,652,1,0,0,0,119,0,1,1,0,1,1,1,0.71,0,56.98965389528436,2,1
1145,1145,28,683,1,1,1,0,100,1,1,1,1,1,1,1,0.62,1,43.75127009035157,1,1
1146,1146,28,774,1,1,1,0,96,1,1,1,1,1,1,1,0.57,1,44.38843172485979,1,1
1147,1147,28,775,1,1,1,1,193,1,1,1,1,1,1,1,0.46,1,38.70860431585035,1,0
1148,1148,28,813,1,0,0,0,116,0,0,1,0,1,0,1,1.5,0,120.00555999939994,3,1
1149,1149,28,834,1,1,1,0,135,1,1,1,1,1,1,1,0.63,1,45.72586201382007,1,0
1150,1150,28,918,1,0,0,0,92,0,0,1,0,1,0,1,0.57,0,57.3833344089135,2,1
1151,1151,28,1002,1,1,1,0,181,1,1,1,1,1,1,1,0.52,1,42.07802476495036,1,0
1152,1152,28,1032,1,0,0,0,119,1,1,1,0,1,1,1,0.47,0,44.94248026522675,1,1
1153,1153,28,1043,1,0,0,0,100,1,1,1,0,1,1,1,0.74,0,60.90318336349205,2,1
1154,1154,28,1045,1,0,0,0,92,1,1,1,0,1,1,1,0.38,0,45.54206544509066,1,1
1155,1155,28,1046,1,1,1,0,131,1,1,1,1,1,1,1,0.59,1,44.81288406349659,1,0
1156,1156,28,1055,1,1,1,1,131,1,1,1,1,1,1,1,0.82,1,56.07635777136394,2,0
1157,1157,28,1053,1,1,1,1,108,1,1,1,1,1,1,1,0.55,1,40.66936277818962,1,1
1158,1158,28,1063,1,1,1,1,96,1,1,1,1,1,1,1,0.49,1,39.9815998943667,1,1
1159,1159,28,1067,1,1,1,1,190,1,1,1,1,1,1,1,0.47,1,31.26481252213077,1,1
1160,1160,28,1097,1,1,1,1,119,1,1,1,1,1,1,1,0.19,1,16.611153242718537,0,1
1161,1161,28,1091,1,1,1,1,79,1,1,1,1,1,1,1,0.33,1,20.209551916131925,0,1
1162,1162,28,1111,1,0,0,0,280,1,1,1,1,1,1,1,0.62,0,36.09848231392393,1,1
1163,1163,28,1119,1,1,1,0,245,1,1,1,1,1,1,1,0.65,0,39.78759738600054,1,1
1164,1164,28,1124,1,0,0,0,230,1,1,1,1,1,1,1,0.42,0,32.10981976389883,1,1
1165,1165,28,1159,1,0,0,0,233,0,0,1,1,1,0,1,0.3,0,26.859466747165357,1,1
1166,1166,28,1197,1,0,0,0,220,0,1,1,1,1,1,1,0.3,0,25.00484650763365,1,1
1167,1167,28,837,1,0,0,0,396,0,1,1,1,0,1,1,0.86,0,56.21122295729637,2,1
1168,1168,28,394,1,1,1,0,185,1,1,1,1,1,1,1,0.62,1,40.07920440750111,1,1
1169,1169,28,700,1,1,1,1,160,1,1,1,1,1,1,1,0.31,1,22.689546408029265,0,1
1170,1170,28,100,1,0,0,0,350,1,1,1,0,0,1,1,0.71,0,63.83666168786269,2,1
1171,1171,28,887,1,1,1,0,129,1,0,1,1,1,1,1,0.35,0,35.70253035895791,1,1
1172,1172,28,1068,1,0,0,0,263,1,0,1,1,1,1,1,0.42,0,40.6412151848144,1,1
1173,1173,29,9,1,0,0,0,255,1,1,1,1,1,1,1,0.26,0,25.138833963538406,1,1
1174,1174,29,93,1,1,1,1,105,1,1,1,1,1,1,1,0.21,1,20.660140131113227,0,1
1175,1175,29,132,1,1,1,1,90,1,1,1,1,1,1,1,0.43,1,30.648236147588847,1,1
1176,1176,29,159,1,0,1,0,220,1,0,1,1,1,1,1,0.18,0,21.47215443236681,0,1
1177,1177,29,165,1,1,1,1,20,1,1,1,1,1,1,1,0.09,1,13.095646277912367,0,1
1178,1178,29,211,1,1,1,1,50,1,1,1,1,1,1,1,0.14,1,14.674460858363927,0,1
1179,1179,29,231,1,1,1,0,195,1,1,1,1,1,1,1,0.59,1,43.1161283387919,1,1
1180,1180,29,239,1,1,1,0,140,1,1,1,1,1,1,1,0.21,1,23.960292283250077,0,1
1181,1181,29,238,1,0,0,0,395,0,0,1,1,0,1,1,0.74,0,55.0966189703471,2,1
1182,1182,29,148,1,1,1,1,100,1,1,1,1,1,1,1,0.47,1,34.37616027503152,1,1
1183,1183,29,288,1,1,1,0,140,1,1,1,1,1,1,1,0.19,1,22.76941255207719,0,1
1184,1184,29,351,1,1,1,0,153,0,1,1,1,1,1,1,0.07,0,14.007934767194918,0,1
1185,1185,29,725,1,1,1,0,30,1,1,1,1,1,1,1,0.04,1,16.001132019823512,0,1
1186,1186,29,398,1,1,1,1,35,1,1,1,1,1,1,1,0.06,1,15.36869771583568,0,1
1187,1187,29,399,1,1,1,0,120,1,1,1,1,1,1,1,0.48,1,35.757903745198455,1,1
1188,1188,29,423,1,1,1,1,70,1,1,1,1,1,1,1,0.19,1,22.735350711312297,0,1
1189,1189,29,618,1,1,1,0,235,1,1,1,1,1,1,1,0.4,0,31.15653519680429,1,1
1190,1190,29,633,1,1,1,1,129,1,1,1,1,1,1,1,0.26,1,27.631290141430316,1,1
1191,1191,29,705,1,0,0,0,163,0,0,1,1,1,1,1,0.22,0,30.751146653374764,1,1
1192,1192,29,721,1,0,1,1,267,1,1,1,1,1,1,1,0.64,0,44.071405163407526,1,1
1193,1193,29,735,1,1,1,0,160,1,1,1,1,1,1,1,0.2,1,25.436243824966883,1,1
1194,1194,29,746,1,1,1,0,139,1,1,1,1,1,1,1,0.15,1,22.43759595661109,0,1
1195,1195,29,752,1,1,1,1,168,1,1,1,1,1,1,1,0.63,1,44.8151941125006,1,0
1196,1196,29,753,1,1,1,0,158,1,1,1,1,1,1,1,0.3,1,28.959490225948265,1,1
1197,1197,29,759,1,1,1,0,65,1,1,1,1,1,1,1,0.11,1,19.97738802149009,0,1
1198,1198,29,781,1,1,1,1,90,1,1,1,1,1,1,1,0.12,1,18.04478947924088,0,1
1199,1199,29,809,1,1,1,1,75,1,1,1,1,1,1,1,0.11,1,16.807701720107442,0,1
1200,1200,29,803,1,1,1,1,55,1,1,1,1,1,1,1,0.1,1,14.695879862789942,0,1
1201,1201,29,891,1,1,1,0,185,1,1,1,1,1,1,1,0.19,1,29.33836955349554,1,0
1202,1202,29,893,1,1,1,1,40,1,1,1,1,1,1,1,0.14,1,17.133304802154107,0,1
1203,1203,29,949,1,1,1,0,170,1,1,1,1,1,1,1,0.54,1,38.92688374421913,1,1
1204,1204,29,1137,1,1,1,0,150,1,1,1,1,1,1,1,0.18,1,28.49013582596208,1,1
1205,1205,29,980,1,1,1,1,99,1,1,1,1,1,1,1,1.0,1,60.30270743341946,2,1
1206,1206,29,990,1,0,0,0,185,0,0,1,1,1,0,1,0.21,0,25.56371217531278,1,1
1207,1207,29,1007,1,1,1,1,75,1,1,1,1,1,1,1,0.18,1,19.284982678913565,0,1
1208,1208,29,1122,1,0,0,0,287,1,1,1,1,1,1,1,0.9,0,56.98793814678105,2,1
1209,1209,29,1070,1,1,1,0,220,1,1,1,1,1,1,1,0.29,0,31.43731293750285,1,0
1210,1210,29,1037,1,1,1,0,129,1,1,1,1,1,1,1,0.43,1,35.61963683884725,1,1
1211,1211,29,1145,1,1,1,1,85,1,1,1,1,1,1,1,0.9,1,52.872605525028895,2,1
1212,1212,29,951,1,0,1,0,192,1,1,1,1,1,1,1,0.99,1,65.79929628752183,2,1
1213,1213,29,952,1,0,0,0,263,1,1,1,1,1,1,1,0.76,0,58.0725966090354,2,1
1214,1214,29,953,0,0,0,0,449,1,1,0,1,0,1,1,2.06,0,120.11938097813828,3,0
1215,1215,29,954,1,1,1,0,170,1,1,1,1,1,1,1,0.25,1,31.41963474429637,1,1
1216,1216,29,955,1,1,1,0,159,1,1,1,1,1,1,1,0.22,1,26.185219886798016,1,1
1217,1217,29,956,1,1,1,0,148,1,1,1,1,1,1,1,0.19,1,25.80234370334141,1,0
1218,1218,29,957,1,0,0,0,153,1,1,1,0,1,1,1,0.18,0,30.714170513988638,1,1
1219,1219,29,958,1,1,1,0,148,1,1,1,1,1,1,1,0.5,1,36.26047899547605,1,1
1220,1220,29,959,1,1,1,1,93,1,1,1,1,1,1,1,0.12,1,15.39518711839902,0,1
1221,1221,29,960,1,1,1,0,88,1,1,1,1,1,1,1,0.21,1,21.229947010693813,0,1
1222,1222,29,961,1,1,1,0,119,1,1,1,1,1,1,1,0.19,1,25.447796985375238,1,0
1223,1223,29,962,1,1,1,0,110,1,1,1,1,1,1,1,0.16,1,25.63141935257434,1,1
1224,1224,29,963,1,1,1,0,197,1,1,1,1,1,1,1,0.16,1,20.689403511542817,0,1
1225,1225,29,964,0,1,1,0,219,1,1,1,1,1,1,1,0.37,0,35.56986416837699,1,0
1226,1226,29,965,1,1,1,1,118,1,1,1,1,1,1,1,0.21,1,28.67315024977518,1,0
1227,1227,29,966,0,1,1,0,127,1,1,1,1,1,1,1,0.19,0,32.00773933710863,1,0
1228,1228,29,967,1,1,1,1,60,1,1,1,1,1,1,1,0.15,1,19.923641011532204,0,1
1229,1229,29,968,1,1,1,0,148,1,1,1,0,1,1,1,0.15,0,30.421120828128803,1,1
1230,1230,29,969,1,1,1,1,66,1,1,1,1,1,1,1,0.17,1,20.894446383319224,0,1
1231,1231,29,970,1,1,1,1,98,1,1,1,1,1,1,1,0.27,1,26.53371125823916,1,1
1232,1232,29,971,1,1,1,1,110,1,1,1,1,1,1,1,0.27,1,26.24126597767265,1,1
1233,1233,29,972,1,1,1,1,55,1,1,1,1,1,1,1,0.18,1,20.99465866887897,0,1
1234,1234,29,973,1,1,1,1,71,1,1,1,1,1,1,1,0.3,1,27.92235899073218,1,1
1235,1235,29,974,1,1,1,1,93,1,1,1,1,1,1,1,0.18,1,24.55017759809928,0,1
1236,1236,29,975,1,1,1,1,82,1,1,1,1,1,1,1,0.14,1,21.58923955632885,0,1
1237,1237,29,976,1,1,1,1,49,1,1,1,1,1,1,1,0.14,1,19.066396356387266,0,1
1238,1238,29,977,1,1,1,1,131,1,1,1,1,1,1,1,0.26,1,27.092631242716838,1,1
1239,1239,29,978,1,1,1,0,126,0,1,1,1,1,1,1,0.21,0,25.70908727965113,1,1
1240,1240,29,979,1,1,1,0,77,1,1,1,1,1,1,1,0.23,1,25.023410285433503,1,1
